Rotulo;Direccion;Telefono
PUCOIL;Filler;600003769
PUERTA LOS PEDROCHES;Filler;600001305
PUERTO DE LA  MONTANA - ALIARA ENERGIA ;Filler;600002793
PUERTO RICO, S.A;Filler;600002852
PUERTO TAZACORTE;Filler;600004068
PUNTA SOLERA;Filler;600000786
PUNTO AZUL 24H;Filler;600003481
PURICON, S.C.A.;Filler;600003208
PURISIMA CONCEPCION, S. COOP. DE C-LM;Filler;600001501
PUZOL;Filler;600003768
Q8;Filler;600000061
Q8 CASTELLAR;Filler;600001971
Q8 EASY;Filler;600002391
Q8EASY;Filler;600001025
QFS;Filler;600000138
Q-H FUEL;Filler;600001367
QUALITY ALMANSA;Filler;600000029
QUALITY GANDIA;Filler;600003782
QUALITY MONTSIA;Filler;600003389
QUALITY OIL;Filler;600000256
QUALITYFUEL;Filler;600000606
R M;Filler;600003548
R.R. ESTACION DE SERVICIO;Filler;600001306
RABELL;Filler;600001612
RACC;Filler;600000671
RACONS;Filler;600000233
RADIO TAXI;Filler;600001092
RADIOTAXI;Filler;600000994
RALLO;Filler;600001160
RANDERO;Filler;600001178
RAPIDFUEL;Filler;600003798
RASPAOIL (SERV. ATENDIDO);Filler;600002497
RASPA-OIL (SERV. ATENDIDO);Filler;600000135
RASPAOIL E.S. YECLA;Filler;600002646
REAL CLUB NAUTICO DE CASTELLON;Filler;600004047
REAL CONTRERAS E HIJOS, S.L.;Filler;600001498
RECESPANA;Filler;600002343
RED AHORRO ;Filler;600003229
RED CAR OIL;Filler;600001186
RED CAR OIL S.L;Filler;600000440
RED DE COMBUSTIBLES CANARIOS;Filler;600003107
RED OIL;Filler;600003726
RED OIL TEC;Filler;600003764
REDCAROIL;Filler;600003357
REDETRANS;Filler;600001066
REDEXIS;Filler;600002202
REGENCOS OIL;Filler;600001650
RENACCIA;Filler;600003049
RENESUR GR;Filler;600002524
RENESUR-EL ALTIPLANO;Filler;600002529
RENOVA OIL;Filler;600002153
REPOSTA EXPRESS;Filler;600003766
REPOSTANDO;Filler;600000195
REPOSTAR;Filler;600000477
REPOSTAR - ANSELMO MONTERO BRAGADO;Filler;600003923
REPOSTAR GOMEZ OSORIO;Filler;600003934
REPOSTAR,  ANTONIO  DEL ESTAL LOPEZ S.L.;Filler;600003927
REPOSTAR--ALFA;Filler;600003925
REPOSTAR--VISTA ALEGRE;Filler;600003937
REPOSTAR--ZARATAN;Filler;600003908
REPSOL;Filler;600000015
REPSOL ;Filler;600000069
REPSOL  ;Filler;600001904
REPSOL -  LOSADA  AVENIDA;Filler;600003938
REPSOL - LA LOMA ;Filler;600001800
REPSOL - LOSADA RONDA;Filler;600003935
REPSOL AREA EUROPA 365;Filler;600002219
REPSOL ARRAHONA;Filler;600000792
REPSOL ARRIATE;Filler;600002363
REPSOL BARROSO;Filler;600003115
REPSOL BENICASSIM;Filler;600001119
REPSOL BUTANO;Filler;600000615
REPSOL CARBURANTES SAGUNTO;Filler;600003796
REPSOL COMERCIAL;Filler;600000179
REPSOL E.S.MILA HERMANOS REDONDO S.L.;Filler;600001212
REPSOL FENOLLOSA;Filler;600003731
REPSOL FORTUNA;Filler;600000730
REPSOL GARRIMARTI;Filler;600002028
REPSOL HUMANES;Filler;600002250
REPSOL LA ALDEA;Filler;600002820
REPSOL LA COSTA;Filler;600000305
REPSOL LA RIERA;Filler;600000778
REPSOL L'ESCALA;Filler;600001621
REPSOL MAXO ARMENIME;Filler;600003065
REPSOL MONFARRACINOS;Filler;600003921
REPSOL MUELLE CHICO;Filler;600002909
REPSOL N  ESTACION 97179;Filler;600000002
REPSOL NASSICA 365;Filler;600002241
REPSOL SA;Filler;600003019
REPSOL SAN FERNANDO 365;Filler;600002312
REPSOL SAN MATEO;Filler;600002960
REPSOL URTINSA 365;Filler;600002209
REPSOL VARIANTE GANDIA;Filler;600003691
REPSOL YPF;Filler;600004054
REPSOL. LOS ANGELES DE LA MANCHA, S.L.;Filler;600000007
REPSOL-E.S.JAIME I;Filler;600001927
REPSOL-RIO SECO;Filler;600000164
REVISOIL;Filler;600000227
RHR;Filler;600000237
RHR ;Filler;600002616
RIALCE, S.L.;Filler;600002071
RIBERCOST;Filler;600003713
RIO BURDALO;Filler;600000587
RIO NUBIS;Filler;600002797
RIO PANCRUDO;Filler;600003433
RIOSOL;Filler;600001329
RITOR DIESEL;Filler;600000158
RIU D'OR;Filler;600001658
ROCK & OIL;Filler;600000519
RODATRANS;Filler;600000079
RODEROIL;Filler;600001253
RONDA NORTE;Filler;600003349
RONDA OESTE;Filler;600003057
ROS;Filler;600003733
ROSELLO;Filler;600000148
ROYMAGA PETROELOS;Filler;600004059
ROYMAGA PETROLEOS;Filler;600002515
ROYMAGA PETROLEOS,SL;Filler;600002506
ROYO;Filler;600003013
RS PETROL;Filler;600001378
RSPETROL ;Filler;600001352
RUEDAOLIVA;Filler;600001973
RURAL SAN VICENTE FERRER;Filler;600003643
RURALMONCOFA COOP.V.;Filler;600001154
RUTA 4;Filler;600003236
RUTA DEL FERRO E.S.;Filler;600001651
RUTA SABINANIGO 29;Filler;600001929
RUYCO PETROL;Filler;600001096
RUYCOPETROL, S.L.;Filler;600001095
S. ANDRES APOSTOL SOCIEDAD COOP. DE C-LM;Filler;600001492
S. C. L. REGADHIGOS;Filler;600000920
S. CCO. AND. SAN ISIDRO;Filler;600002426
"S. COOP. AGRARIA DE C-LM ""SAN ISIDRO""";Filler;600001549
S. COOP. AGRICOLA DE COLONOS DE NOVELDA;Filler;600000520
S. COOP. AND. AGRICOLA LOS TAJOS;Filler;600001681
S. COOP. AND. NTRA. SRA. DE LA CANDELARIA;Filler;600002379
S. COOP. AND. SAN FELIPE APOSTOL;Filler;600001952
S. COOP. AND. SAN ROQUE DE CARCHELEJO;Filler;600001967
S. COOP. AND. VIRGEN DEL CARMEN;Filler;600002007
S. COOP. LITXARRA;Filler;600002743
S. COOP. NTRA. SRA. DE LA CABEZA;Filler;600000546
S.A.T. 23 - CUBEL;Filler;600003972
S.A.T. COSTA DE NIJAR;Filler;600000350
S.A.T. PISAICA DE LA VIRGEN;Filler;600000372
S.A.T. SAN CAYETANO;Filler;600002619
S.C. LOS LLANOS;Filler;600002384
S.C.A ARROYO GRANDE;Filler;600001882
S.C.A SAGRADO CORAZON DE  JESUS;Filler;600002004
"S.C.A. ""JESUS DEL CAMINO""";Filler;600001958
S.C.A. ACEITES CAZORLA;Filler;600001976
S.C.A. AGROPECUARIA DE HERRERA;Filler;600003286
S.C.A. CAMPO DE PATERNA;Filler;600001871
S.C.A. FRUSANA;Filler;600001049
S.C.A. FUENTE DEL ROSAL;Filler;600002014
S.C.A. LA BOBADILLA;Filler;600001942
S.C.A. LA UNION DE CHILLUEVAR;Filler;600001978
S.C.A. LABRADORES DE LA CAMPINA;Filler;600003221
S.C.A. NTRA SRA DE LA ASUNCION;Filler;600001939
S.C.A. NTRA. SRA. CARMEN;Filler;600001307
S.C.A. NTRA. SRA. DE LA CABEZA;Filler;600001965
S.C.A. NTRA. SRA. DE LOS REMDIOS;Filler;600001993
S.C.A. NTRA. SRA. DE MONSALUD;Filler;600002347
S.C.A. NTRA. SRA. ROSARIO;Filler;600000977
S.C.A. OLIV. NTRA. SRA. DE LA PIEDAD;Filler;600001357
"S.C.A. OLIVARERA DEL CAMPO ""SANTA RITA""";Filler;600002452
S.C.A. SAN FRANCISCO;Filler;600002008
S.C.A. SAN GINES Y SAN ISIDRO;Filler;600002022
S.C.A. SAN ISIDRO LABRADOR;Filler;600002003
S.C.A. SAN JOSE;Filler;600001293
S.C.A. SAN MATEO;Filler;600003975
S.C.A. SAN PEDRO;Filler;600002010
S.C.A. SAN VICENTE;Filler;600002045
S.C.A. SANAGUSTIN;Filler;600001997
S.C.A. SANTA ISABEL;Filler;600002034
S.C.A. UNION OLEICOLA CAMBIL ;Filler;600001964
S.C.A. VIRGEN DE LA TORRE;Filler;600001402
S.C.A.A. NTRA. SENORA DEL CARMEN;Filler;600002383
S.C.A.NTRA SRA DEL ROSARIO;Filler;600001371
S.C.A.NTRA.SRA.CONSOLACION;Filler;600001972
S.C.A.OLIVARERA LA PURISIMA;Filler;600001387
S.C.A.OLIVARERA SAN BENITO;Filler;600002369
S.C.A.OLV.N.S. ROSARIO DE HUMILLADERO;Filler;600002393
S.C.A.SAN BLAS;Filler;600001975
"S.C.C.L.A. ""SANT ROC""";Filler;600002139
S.C.L.AGRICOLA DE BARBASTRO;Filler;600001931
S.COOP. DEL CAMPO SAN ISIDRO;Filler;600002678
S.COOP. DELCAMPO LA CANDELARIA;Filler;600001503
S.COOP. SAN ESTEBAN;Filler;600002662
S.COOP.AND. AGRICOLA VIRGEN DE LA OLIVA;Filler;600002420
S.COOP.AND. SAN ISIDRO;Filler;600001980
S.COOP.V.OLMOS;Filler;600003455
S.E. SAN AGUSTIN S.L.;Filler;600002800
S2;Filler;600003631
SACYTRANS;Filler;600001588
SADAMAR - GALP;Filler;600004050
SAENZ DE MIERA SL;Filler;600002079
SAFOROIL;Filler;600003692
SAGRADO CORAZON;Filler;600002374
SAJARDINES;Filler;600003334
SALLENT DE SERVEIS, S.L.;Filler;600000795
SAN AGUSTIN;Filler;600003866
SAN AGUSTIN DE OBANDO SCL;Filler;600000575
SAN ANTONIO;Filler;600001940
SAN ANTONIO DE PADUA SDAD. COOP. DE C-LM;Filler;600001570
SAN ANTONIO OIL;Filler;600003805
SAN ANTONIO S.COOP. AND.;Filler;600001705
SAN BERNABE;Filler;600001209
SAN CRISTOBAL;Filler;600000555
SAN DIONISIO;Filler;600000048
SAN FERNANDO;Filler;600001517
SAN FORMERIO S.COOP.;Filler;600000908
SAN FRANCISCO DE ASIS;Filler;600003991
SAN GREGORIO;Filler;600003969
SAN ILDEFONSO, S.COOP. DE C-LM;Filler;600003503
SAN ISIDRO;Filler;600000090
SAN ISIDRO DE LEDANA SOC. COOP. DE C-LM;Filler;600001528
SAN ISIDRO DE MIAJADAS SCL;Filler;600000949
SAN ISIDRO LABRADOR S. COOP. DE C-LM;Filler;600001295
SAN ISIDRO LABRADOR SOC. COOP. DE CLM;Filler;600001490
SAN ISIDRO S.C.A;Filler;600001716
SAN ISIDRO SAYALONGA;Filler;600002437
SAN ISIDRO SCA;Filler;600001755
SAN ISIDRO SDAD. COOPERATIVA DE CLM;Filler;600001505
SAN JUAN BAUTISTA S COOP AND;Filler;600003366
SAN JUAN DE LA CRUZ;Filler;600000482
SAN JUAN-V.ROSARIO;Filler;600002453
SAN LAZARO;Filler;600001726
SAN LAZARO GUEVEJAR;Filler;600001732
SAN LORENZO SCA;Filler;600001804
SAN MIGUEL;Filler;600003437
SAN MIGUEL ARCANGEL;Filler;600003974
SAN PEDRO BAUTISTA VILLACASTIN, S.COOP;Filler;600000490
SAN ROQUE;Filler;600000931
SAN ROQUE ( LOW COST );Filler;600003478
SAN ROQUE DE TOBARRA S. COOP. DE C-LM;Filler;600000086
SAN SEBASTIAN;Filler;600001695
SAN SEBASTIAN DE ALFACAR S.C.A;Filler;600001679
SAN SEBASTIAN DE PUSA;Filler;600003555
SAN TEODOMIRO;Filler;600003244
SAN VALERIANO EXTREMENO SCL;Filler;600000522
SANANTONIO;Filler;600003944
SANBRAULIO;Filler;600003443
SANCHILAN;Filler;600002979
SANCLEMENTINA DE TTAS. COOP. CONSUMO;Filler;600001552
SANGAR;Filler;600000548
SANICOOP;Filler;600003438
SANMARTI;Filler;600001124
SANTA ANA;Filler;600001793
SANTA ANA SOC. COOP.;Filler;600001539
SANTA CRUZ;Filler;600000203
SANTA MARINA;Filler;600001351
SANTA MONICA;Filler;600001788
SANTA POLA;Filler;600000247
SANTALECINAGANADERA;Filler;600001932
SANTANA DOMINGUEZ;Filler;600002955
SANTANA DOMINGUEZ, S.L.;Filler;600002848
SANTIAGO;Filler;600001353
SANTIAGO HERNANDEZ;Filler;600003038
SANTISIMO CRISTO DE LA SALUD,SOC.COOP.DE CLM;Filler;600001531
SANTO CRISTO;Filler;600001370
SANTO CRISTO DE MAGALLON S.C.C.;Filler;600003995
SARAS;Filler;600000449
SARAS ENERGIA;Filler;600003247
SASO DE MIRA S.L.;Filler;600004017
SAT 3068 ;Filler;600001914
SAT BEATA INES;Filler;600003647
SAT CONDADO;Filler;600001876
SAT LA CANA;Filler;600001773
SAT LOS POCICOS;Filler;600001266
SAT LTDA GRUFESA;Filler;600001865
SAT SANTA CRUZ DE POZO LORENTE;Filler;600000075
SAT TAB;Filler;600000965
SAT VIDEMA;Filler;600000060
SAT. SAN FABIAN;Filler;600003449
SAV SERVEIS;Filler;600002150
SBC;Filler;600001438
SBC ;Filler;600001458
SBC SANXENXO;Filler;600002998
SC SIERRA DE ALCUBIERRE;Filler;600001889
SCA AGRARIA SAN ANTON;Filler;600003320
SCA DE ALCAMPELL;Filler;600001887
SCA DE LABRADORES Y GANADEROS;Filler;600001315
SCA N.S. ENCARNACION;Filler;600002016
SCA NTRA SRA DE LOS REMEDIOS;Filler;600001943
SCA NTRA. SRA. DEL ROSARIO;Filler;600003337
SCA OLIVARERA PONTANENSE;Filler;600001390
SCA OLIVARERA SAN JOSE;Filler;600001400
SCA SAN ISIDRO;Filler;600001974
SCA SAN ROQUE;Filler;600003259
SCA SANTO TOMAS APOSTOL;Filler;600002026
SCA SIERRA DE LA PANDERA;Filler;600002048
SCA VIRGEN DE LA CABEZA DE MONTEJICAR;Filler;600001764
SCA. NTRA. SRA. DE LAS VIRTUDES;Filler;600001006
SCA.AGRIC.OLIV.NTRA.SRA.DEL ROSARIO;Filler;600002440
SCA.ALCANTARILLA;Filler;600001316
SCAI SAN CRISTOBAL;Filler;600001841
SCA-N-331;Filler;600002356
SCAT;Filler;600002195
SCL EL SENORIO;Filler;600000598
SCL NTRA.SRA.VISO;Filler;600000922
SCOAVAL;Filler;600003457
SCVA VIRGEN DESAMPARADOS;Filler;600003864
SDAD COOP AGRARIA SAN JUAN;Filler;600000611
SDAD COOP CAMPILLO DE DUENAS;Filler;600001814
SDAD COOP CORAZON DE JESUS;Filler;600000592
SDAD COOP SAN LUCAS DEL TORNO;Filler;600000966
SDAD COOPERATIVA DE TRANSPORTES BANEZANA ;Filler;600002051
SDAD. COOP DEL CAMPO;Filler;600002728
SDAD. COOP. AGRARIA VIRGEN DE HERRERA;Filler;600003983
SDAD. COOP. AND. ACEITERA LA BEDMARENSE;Filler;600001960
SDAD. COOP. AND. SAN ISIDRO;Filler;600002030
SDAD. COOP. DEL CAMPO NUESTRO PADRE JESUS;Filler;600000607
SDAD. COOP. OLIV. JESUS NAZARENO;Filler;600001319
SDAD. COOP. SANTIAGO APOSTOL;Filler;600001257
SDAD. COOP. VEGAS BAJAS;Filler;600000578
SDAD.COOP.LIMT. DE HORNACHOS;Filler;600000552
SDAD.COOP.OLIVARERA NUESTRA SENORA DE LUNA;Filler;600001405
SDAD.COOP.OLIVAREROS Y VITICULTORES;Filler;600000584
SDAD.COOP.SAN ANTONIO;Filler;600004012
SEA;Filler;600000509
SEAT;Filler;600003263
SECADEMA;Filler;600000062
SECADERO SANTIAGO;Filler;600001913
SECADERO SANTIAGO ALBERO BAJO;Filler;600001886
SECOTRANS;Filler;600002470
SECSA;Filler;600001379
SECTOROIL;Filler;600000272
SEDIGAS, S.L.;Filler;600003242
SEDIMACAR, S.L.;Filler;600000542
SEDIMACAR, SL;Filler;600000951
SEGOBRICENSE;Filler;600001550
SEGRE OIL;Filler;600002109
SEGUIN Y DIEGO S.L.;Filler;600003919
SEGUROIL;Filler;600001959
SEGUROIL SLU;Filler;600002025
SEL;Filler;600003778
SEMUTRANSA;Filler;600003201
SENERSA S.L;Filler;600003957
SERAGAS;Filler;600003450
SERGASA;Filler;600001648
SERMUCO;Filler;600002522
SEROIL ENERGY EXPRESS;Filler;600001146
SEROIL ENERGY EXPRESS, S.L.;Filler;600001631
SERSUCO S. COOP.;Filler;600003458
SERTELGAS,SL;Filler;600002692
SERTRANS;Filler;600000740
SERTUY;Filler;600003002
SERTYMAN;Filler;600001281
SERVATRA;Filler;600003891
SERVI AGER ;Filler;600002087
SERVIAUTO ECOLOGIC;Filler;600000756
SERVICIOS AGRARIOS LA UNION SLU;Filler;600003931
SERVICIOS PENEDES SA;Filler;600000849
SERVICIOS PETROLIFEROS;Filler;600000808
SERVICIOS POLIGONO PIADELA;Filler;600001416
SERVICO;Filler;600001627
SERVICOCETRA S.L.U.;Filler;600003871
SERVICOOP;Filler;600003699
SERVICOOP +;Filler;600003698
SERVIFACIL;Filler;600002293
SERVIGORDON;Filler;600002065
SERVIOIL;Filler;600001643
SERVITRANSPORT LA VALL;Filler;600003794
SET&GO;Filler;600000629
SETOR;Filler;600002315
SETTRAN;Filler;600000501
SEVEN OIL;Filler;600000202
SHELL;Filler;600000031
SHELL ;Filler;600001089
SHELL - E.S. BELLVIS;Filler;600002107
SHELL ACENTEJO;Filler;600003112
SHELL ALFONSO XIII;Filler;600002457
SHELL ARINAGA;Filler;600002814
SHELL ARONA;Filler;600003077
SHELL ARRECIFE I;Filler;600002824
SHELL ARRECIFE II;Filler;600002831
SHELL ATALAYUELA 365;Filler;600002260
SHELL CARLOS V;Filler;600002459
SHELL CARRION;Filler;600001232
SHELL CATENA;Filler;600001192
SHELL CORRALEJO;Filler;600002862
SHELL EL AGUILA;Filler;600003118
SHELL EL GUADALENTIN;Filler;600002478
SHELL EL RAMONAL;Filler;600003164
SHELL FLICK LANZAROTE;Filler;600002827
SHELL GALDAR;Filler;600002842
SHELL GUIMAR;Filler;600003101
SHELL ICOD DE LOS VINOS;Filler;600003109
SHELL INGENIO;Filler;600002844
SHELL JANDIA;Filler;600002865
SHELL JUAN GRANDE;Filler;600002911
SHELL LA LAGUNA;Filler;600003135
SHELL LA PERDOMA;Filler;600003113
SHELL LA VICTORIA;Filler;600003188
SHELL LAS DEHESAS;Filler;600003123
SHELL LOS REALEJOS;Filler;600003122
SHELL MASPALOMAS;Filler;600002915
SHELL MERCALASPALMAS;Filler;600002871
SHELL MUELLE DATO;Filler;600001195
SHELL NUEVA ARUCAS;Filler;600002837
SHELL PADUL;Filler;600001782
SHELL PUENTE TRIANA;Filler;600002458
SHELL PUERTO LOPE;Filler;600001761
SHELL PUERTO RICO;Filler;600002855
SHELL PUNTA ALMINA;Filler;600001196
SHELL PUNTALLANA;Filler;600003119
SHELL REHOYAS;Filler;600002884
SHELL SAN MATEO;Filler;600002961
SHELL SANTA LUCIA;Filler;600002921
SHELL SANTA URSULA;Filler;600003172
SHELL TELDE;Filler;600002939
SHELL TOMAS MORALES;Filler;600002878
SHELL VECINDARIO;Filler;600002919
SHELL VEGUETA;Filler;600002868
SI;Filler;600000544
SIERRA DE JEREZ SOCIEDAD COOPERATIVA;Filler;600000554
SIERRA DEL TERRIL SCA;Filler;600003218
SIERRA ESPUNA TRADE;Filler;600002642
SIERRA ESPUNA TRADE 2;Filler;600002641
SILVER FUEL;Filler;600003566
SIMON GRUP;Filler;600001817
SIMPLY;Filler;600001190
SIN ASIGNAR;Filler;600003413
SIN DETERMINAR;Filler;600003381
SIN IMAGEN;Filler;600001375
SIN ROTULO;Filler;600000536
SINERGIA DIESEL;Filler;600002543
SINERLOGIS;Filler;600003791
SIS CARBURANTES;Filler;600001230
SLH LOW-COST MUSEROS;Filler;600003729
SLH-REPSOL-MUSEROS;Filler;600003730
SMART OIL;Filler;600002368
SMART OIL ;Filler;600001771
SMET SA;Filler;600003732
SMILE OIL;Filler;600003743
SOC COOP NTRA SRA DEL PRADO S.C;Filler;600000935
"SOC. COOP. A ""INMACULADA CONCEPCION""";Filler;600001536
SOC. COOP. AND. JESUS DEL GRAN PODER;Filler;600002015
SOC. COOP. LTDA. DEL CAMPO SAN JUAN;Filler;600000943
SOC. COOP. N  SRA. ARGAMASA;Filler;600000963
SOC. COOP. S. ANT. ABAD;Filler;600001532
SOC.COOP DEL CAMPO SAN PEDRO;Filler;600000549
SOC.COOP.AND.EUROPEOS;Filler;600000971
SOCIEDAD COOPERATIVA AGRARIA EL SANTO CRISTO S. COOP. DE C-LM;Filler;600001242
SOCIEDAD COOPERATIVA AGRARIA SANTA ANA;Filler;600004008
SOCIEDAD COOPERATIVA AGRARIA VIRGEN OLIVA SCL;Filler;600003967
SOCIEDAD COOPERATIVA AGRICOLA DE MEDELLIN;Filler;600000559
SOCIEDAD COOPERATIVA DE TRANSPORTES DE LOS YEBENES;Filler;600003598
SOCIEDAD COOPERATIVA DEL CAMPO SAN MIGUEL;Filler;600000539
SOCIEDAD COOPERATIVA DEL CAMPO SAN RAFAEL;Filler;600001979
SOCIEDAD COOPERATIVA SAN MIGUEL ARCANGEL;Filler;600000958
SOCOTEM S.COOP.LTDA.;Filler;600002806
SOL;Filler;600003258
SOLDEBRE;Filler;600003417
SOLNER;Filler;600002207
SOLRAS;Filler;600000428
SORIGUE;Filler;600002098
SORLIGO;Filler;600000682
SORLIGO ;Filler;600000719
SOTRAMUL;Filler;600002573
SP;Filler;600001020
SPAROIL;Filler;600000687
SPL;Filler;600002951
STAR OIL ZAMORA;Filler;600003939
STAR PETROLEUM;Filler;600000685
STAR24H;Filler;600003496
STARMA;Filler;600003608
STAROIL;Filler;600001480
STAROIL SAN CIBRAO;Filler;600002789
STMO CRISTO DE LA EXPIRACION;Filler;600002013
STOP OIL;Filler;600001276
STORE FUEL ;Filler;600002326
STP;Filler;600004043
SUANCES;Filler;600002804
SUBIGAS;Filler;600003439
SUGASYL SL;Filler;600003878
SUIMASA;Filler;600000331
SUMALCA;Filler;600001881
SUMAROIL;Filler;600001885
SUMINISTROS ACIEN Y BARRANCO;Filler;600000323
SUMINISTROS AGRICOLAS DE VILLAFRANCA, A.I.E.;Filler;600000603
SUMINISTROS AGROBUREBA, SL;Filler;600000887
SUMINISTROS HERMANOS HT;Filler;600000260
SUMINISTROS LA CASILLA S.L.;Filler;600002540
SUMINISTROS MAZO;Filler;600000992
SUMINISTROS PETROLIFEROS NTRA. SRA. DEL SALIENTE S.L.;Filler;600000268
SUMINISTROS PLIEGO S.L;Filler;600002611
SUMINISTROS SAN ANTON;Filler;600001778
SUMINISTROS VILLACANAS;Filler;600003586
SUMINISTROS YUNQUERA SOCIEDAD COOPERATIVA DE CASTILLA LAMANCHA;Filler;600001831
SUMNISTROS AGRICOLAS DE PEDRO MUNOZ S. COOP. DE C-LM;Filler;600001258
SUPECO;Filler;600000837
SUPER CASH VIMAR;Filler;600003452
SUPER GASOIL;Filler;600002334
SUPER GASOIL 2016 S.L.;Filler;600002338
SUPER OIL;Filler;600002285
SUPERFUEL;Filler;600001426
SUPEROIL;Filler;600001547
SURINVER;Filler;600000238
SUR-OIL;Filler;600001786
SURTCOOP;Filler;600003287
SURTIDOR;Filler;600002018
SURTIDOR SCA LA VICARIA;Filler;600002017
SUTACON;Filler;600001839
SUTECAL;Filler;600002070
SUVER GASOLEOS ;Filler;600000102
SUYLAVIR;Filler;600001403
SVG;Filler;600003892
SYM SARRIA;Filler;600001659
T9;Filler;600002251
TAKI-OIL;Filler;600001785
TALA FOODS;Filler;600003369
TALANTENA;Filler;600000521
TALLERES ARRUBLA;Filler;600002668
TALLERES Y SERVICIOS VILLEGAR;Filler;600001073
TAMOIL;Filler;600000127
TAMOS;Filler;600000021
TARIFA OIL;Filler;600001053
TARIFUEL;Filler;600001052
TAXCO;Filler;600003841
TC CAMPILLO;Filler;600003754
TEB;Filler;600002229
TECKMAR;Filler;600000178
TEMPLEOLIVA S.C.A.;Filler;600001799
TENCAR;Filler;600003898
TENERGY;Filler;600000904
TEO;Filler;600002083
TEX;Filler;600002184
TEXACOIL;Filler;600003902
TEXAKO TRUCKS;Filler;600003806
TGAS;Filler;600003087
TGAS ARONA;Filler;600003079
TGAS EL MEDANO;Filler;600003096
TGAS EL ROSARIO;Filler;600003127
TGAS GARAFIA;Filler;600003091
TGAS LA GORVORANA;Filler;600003120
TGAS LAS GALLETAS;Filler;600003078
TGAS LAS MERCEDES;Filler;600003134
TGAS LO BALDIOS;Filler;600003141
TGAS SANTA CATALINA;Filler;600003097
TGAS TACORONTE;Filler;600003180
TGAS TEGUESTE;Filler;600003181
TGAS-TU TREBOL;Filler;600003067
TGT;Filler;600002761
THADER I;Filler;600002591
TIEBAS;Filler;600002755
TIELMES S.L.;Filler;600002321
TIERRASGORDAS;Filler;600000572
TIPSA;Filler;600002311
TJ OIL;Filler;600003327
TOBALINOIL;Filler;600000914
TOBASPETRO;Filler;600003596
TOPFUEL;Filler;600000366
TORTUGA;Filler;600000668
TOSCANA LOW COST;Filler;600003853
TOTAL;Filler;600000710
TRADIC;Filler;600002495
TRADILO INVERSIONES;Filler;600003398
TRADILO INVERSIONES SL;Filler;600001213
TRAFALGAR OILS;Filler;600004045
TRAJANO, S.C.A.;Filler;600003363
TRAKTOS AUTOMOCION;Filler;600000444
TRAMUNTANA;Filler;600001633
TRANS.O.GUI.COOP.;Filler;600001585
TRANSARABA;Filler;600000409
TRANSEGRE;Filler;600002127
TRANSFRIGO PACO BALLESTER SL;Filler;600003723
TRANSGALLEGO LOGISTIC SL;Filler;600002597
TRANSLEON;Filler;600002064
TRANSLOGISTICA MARIN SA;Filler;600001268
TRANSPORTES ABYCER S.L.;Filler;600000796
TRANSPORTES ALMACENES TRANSITARIOS,S.A.;Filler;600001455
TRANSPORTES AZPIROZ;Filler;600002736
TRANSPORTES BEARCA S.L.;Filler;600000300
TRANSPORTES BIDASOA;Filler;600002724
TRANSPORTES CAUDETE;Filler;600000043
TRANSPORTES FELIX E HIJOS, S.L.;Filler;600001271
TRANSPORTES GENERALES ORTEGA SL;Filler;600003846
TRANSPORTES GREGORIO;Filler;600002469
TRANSPORTES LAS MARAVILLAS;Filler;600002608
TRANSPORTES RODOLFO Y VENTURA;Filler;600001172
TRANSPORTES SAKANA SCL;Filler;600002739
TRANSPORTES SIERRA MORENA, SCA;Filler;600001339
TRANSPORTES SOLAZO;Filler;600000641
TRANSPORTES TRAVILL, S.L.;Filler;600001159
TRANSPORTES Y SUMINISTROS SANTANA DOMINGUEZ;Filler;600002859
TRANSPORTES ZUMALABE, S.L.;Filler;600001593
TRANSRUMAR;Filler;600000270
TRANSTELLO S.L.;Filler;600000946
TRAVESA;Filler;600001225
TRAVOLCAS (TRAVOLPOWER);Filler;600001162
TRECOOP;Filler;600002147
TRES CAMINOS SL-DIV.LA CANADA;Filler;600003752
TRES MARIAS;Filler;600001803
TRIFON;Filler;600000897
TRONOVA ENERGIA;Filler;600003390
TROPLUS GASOLINERAS;Filler;600001204
TROPS;Filler;600002450
TROTA;Filler;600002129
TRUCK ENERGY Z,S.L.;Filler;600002633
TRUCK STOP DALIAS;Filler;600000296
TRUCK STOP DEL PONIENTE ;Filler;600000317
TRUCK STOP EL EJIDO S.L.;Filler;600000316
TRUCKSTOP;Filler;600000285
TS;Filler;600002639
TUDEFRIGO LOGISTICA;Filler;600002760
TVA;Filler;600000454
TYCSA;Filler;600001856
TYCSA AQUALON;Filler;600001852
TYCSA RONDA NORTE;Filler;600001858
TYCSA TRAFICO PESADO;Filler;600001854
U. S. SURIA *ROVIRA*;Filler;600000832
U.C.Y.G.;Filler;600002532
U.S GASOLEOS GUILLEN S.L;Filler;600001529
U.S. ASG SL;Filler;600003792
U.S. CALDES - GAS-OILS ROVIRA-;Filler;600000684
U.S. COOPERATIVA VIRGEN DE LA CARIDAD;Filler;600001048
U.S. ESCOBAR RUIZ;Filler;600001506
U.S. MANRESA -GAS-OILS ROVIRA-;Filler;600000746
U.S. POSTE PILAS;Filler;600003318
U.S. SANT QUIRZE SAFAJA  -GASOILS ROVIRA AUTOSERVEI-;Filler;600000823
U.S. TORREGUADIARO;Filler;600001042
U.S. TRANSMARAVILLAS;Filler;600002518
U.S.PUERTO FORNELLS;Filler;600004042
