Provincia;Municipio;Localidad
MADRID;TORRES DE LA ALAMEDA;TORRES DE LA ALAMEDA
MADRID;TRES CANTOS;TRES CANTOS
MADRID;VALDEMORILLO;VALDEMORILLO
MADRID;VALDEMORO;VALDEMORO
MADRID;VALDEMORO;VALMOR-ROMPECUBAS
MADRID;VALDETORRES DE JARAMA;VALDETORRES DE JARAMA
MADRID;VELILLA DE SAN ANTONIO;VELILLA DE SAN ANTONIO
MADRID;VENTURADA;VENTURADA
MADRID;VILLA DEL PRADO;VILLA DEL PRADO
MADRID;VILLACONEJOS;VILLACONEJOS
MADRID;VILLALBILLA;VILLALBILLA
MADRID;VILLAMANTA;VILLAMANTA
MADRID;VILLANUEVA DE LA CANADA;VILLANUEVA DE LA CANADA
MADRID;VILLANUEVA DE PERALES;VILLANUEVA DE PERALES
MADRID;VILLANUEVA DEL PARDILLO;VILLANUEVA DEL PARDILLO
MADRID;VILLAREJO DE SALVANES;VILLAREJO DE SALVANES
MADRID;VILLAVICIOSA DE ODON;VILLAVICIOSA DE ODON
MALAGA;ALAMEDA;ALAMEDA
MALAGA;ALFARNATE;ALFARNATE
MALAGA;ALGARROBO;ALGARROBO
MALAGA;ALHAURIN DE LA TORRE;ALHAURIN DE LA TORRE
MALAGA;ALHAURIN EL GRANDE;ALHAURIN EL GRANDE
MALAGA;ALMARGEN;ALMARGEN
MALAGA;ALORA;ALORA
MALAGA;ALOZAINA;ALOZAINA
MALAGA;ANTEQUERA;ANTEQUERA
MALAGA;ANTEQUERA;VILLANUEVA CONCEPCION
MALAGA;ARCHIDONA;ARCHIDONA
MALAGA;ARDALES;ARDALES
MALAGA;ARRIATE;ARRIATE
MALAGA;BENALMADENA;BENALMADENA
MALAGA;BENALMADENA;ARROYO DE LA MIEL-BENALMADENA COSTA
MALAGA;BENAMOCARRA;BENAMOCARRA
MALAGA;BENAOJAN;BENAOJAN
MALAGA;BURGO (EL);BURGO (EL)
MALAGA;CAMPILLOS;CAMPILLOS
MALAGA;CANETE LA REAL;CANETE LA REAL
MALAGA;CARTAMA;CARTAMA
MALAGA;CASABERMEJA;CASABERMEJA
MALAGA;CASARABONELA;CASARABONELA
MALAGA;CASARES;CASARES
MALAGA;COIN;COIN
MALAGA;COLMENAR;COLMENAR
MALAGA;COMPETA;COMPETA
MALAGA;CORTES DE LA FRONTERA;CORTES DE LA FRONTERA
MALAGA;CUEVAS BAJAS;CUEVAS BAJAS
MALAGA;CUEVAS DE SAN MARCOS;CUEVAS DE SAN MARCOS
MALAGA;CUEVAS DEL BECERRO;CUEVAS DEL BECERRO
MALAGA;ESTEPONA;ESTEPONA
MALAGA;ESTEPONA;CANCELADA
MALAGA;ESTEPONA;LOMA DEL MONTE
MALAGA;FRIGILIANA;FRIGILIANA
MALAGA;FUENGIROLA;FUENGIROLA
MALAGA;FUENTE DE PIEDRA;FUENTE DE PIEDRA
MALAGA;GAUCIN;GAUCIN
MALAGA;GUARO;GUARO
MALAGA;HUMILLADERO;HUMILLADERO
MALAGA;MALAGA;MALAGA
MALAGA;MALAGA;CAMPANILLAS
MALAGA;MANILVA;MANILVA
MALAGA;MARBELLA;MARBELLA
MALAGA;MARBELLA;SAN PEDRO DE ALCANTARA
MALAGA;MARBELLA;NUEVA ANDALUCIA
MALAGA;MIJAS;MIJAS
MALAGA;MIJAS;LAGUNAS (LAS)
MALAGA;MIJAS;CALAHONDA-CHAPARRAL
MALAGA;MIJAS;OSUNILLAS-PENA BLANQUILLA
MALAGA;MOLLINA;MOLLINA
MALAGA;MONDA;MONDA
MALAGA;NERJA;NERJA
MALAGA;OJEN;OJEN
MALAGA;PARAUTA;PARAUTA
MALAGA;PERIANA;PERIANA
MALAGA;PIZARRA;PIZARRA
MALAGA;PIZARRA;CERRALBA
MALAGA;RINCON DE LA VICTORIA;RINCON DE LA VICTORIA
MALAGA;RINCON DE LA VICTORIA;CALA DEL MORAL (LA)
MALAGA;RIOGORDO;RIOGORDO
MALAGA;RONDA;RONDA
MALAGA;RONDA;MONTECORTO
MALAGA;SAYALONGA;CORUMBELA
MALAGA;SIERRA DE YEGUAS;SIERRA DE YEGUAS
MALAGA;TEBA;TEBA
MALAGA;TORREMOLINOS;TORREMOLINOS
MALAGA;TORROX;TORROX
MALAGA;TORROX;TORROX-COSTA
MALAGA;VALLE DE ABDALAJIS;VALLE DE ABDALAJIS
MALAGA;VELEZ-MALAGA;VELEZ-MALAGA
MALAGA;VELEZ-MALAGA;TORRE DEL MAR
MALAGA;VELEZ-MALAGA;CAJIZ
MALAGA;VELEZ-MALAGA;TRAPICHE
MALAGA;VILLANUEVA DE ALGAIDAS;VILLANUEVA DE ALGAIDAS
MALAGA;VILLANUEVA DE TAPIA;VILLANUEVA DE TAPIA
MALAGA;VILLANUEVA DEL ROSARIO;VILLANUEVA DEL ROSARIO
MALAGA;VILLANUEVA DEL TRABUCO;VILLANUEVA DEL TRABUCO
MALAGA;VINUELA;VINUELA
MALAGA;YUNQUERA;YUNQUERA
MELILLA;MELILLA;MELILLA
MURCIA;ABANILLA;ABANILLA
MURCIA;ABARAN;ABARAN
MURCIA;AGUILAS;AGUILAS
MURCIA;ALCANTARILLA;ALCANTARILLA
MURCIA;ALCAZARES (LOS);ALCAZARES (LOS)
MURCIA;ALEDO;ALEDO
MURCIA;ALGUAZAS;ALGUAZAS
MURCIA;ALHAMA DE MURCIA;ALHAMA DE MURCIA
MURCIA;ARCHENA;ARCHENA
MURCIA;BENIEL;BENIEL
MURCIA;BLANCA;BLANCA
MURCIA;BULLAS;BULLAS
MURCIA;CALASPARRA;CALASPARRA
MURCIA;CARAVACA DE LA CRUZ;CARAVACA DE LA CRUZ
MURCIA;CARAVACA DE LA CRUZ;BENABLON
MURCIA;CARAVACA DE LA CRUZ;BARRANDA
MURCIA;CARAVACA DE LA CRUZ;ALMUDEMA (LA)
MURCIA;CARTAGENA;CARTAGENA
MURCIA;CARTAGENA;TORRECIEGA
MURCIA;CARTAGENA;FERRIOL (EL)
MURCIA;CARTAGENA;SANTA LUCIA
MURCIA;CARTAGENA;ALGAR (EL)
MURCIA;CARTAGENA;BELONES (LOS)
MURCIA;CARTAGENA;CABO DE PALOS
MURCIA;CARTAGENA;MANGA DEL MAR MENOR (LA)
MURCIA;CARTAGENA;ALBUJON
MURCIA;CARTAGENA;ALJORRA (LA)
MURCIA;CARTAGENA;PUEBLA (LA)
MURCIA;CARTAGENA;APARECIDA (LA)
MURCIA;CARTAGENA;POZO ESTRECHO
MURCIA;CARTAGENA;PALMA (LA)
MURCIA;CARTAGENA;CAMACHOS (LOS)
MURCIA;CARTAGENA;VEREDA (LA)
MURCIA;CARTAGENA;SAN ANTONIO ABAD
MURCIA;CARTAGENA;MOLINOS MARFAGONES
MURCIA;CARTAGENA;CUESTA BLANCA DE ABAJO
MURCIA;CARTAGENA;CANTERAS
MURCIA;CARTAGENA;DOLORES (LOS)
MURCIA;CARTAGENA;PATOJOS (LOS)
MURCIA;CEHEGIN;CEHEGIN
MURCIA;CEHEGIN;CANARA
MURCIA;CEUTI;CEUTI
MURCIA;CIEZA;VENTA DEL OLIVO
MURCIA;CIEZA;CIEZA
MURCIA;FUENTE ALAMO DE MURCIA;FUENTE ALAMO
MURCIA;FUENTE ALAMO DE MURCIA;ALMAGROS (LOS)
MURCIA;FUENTE ALAMO DE MURCIA;BALSAPINTADA
MURCIA;JUMILLA;JUMILLA
MURCIA;LIBRILLA;LIBRILLA
MURCIA;LORCA;TORRECILLA
MURCIA;LORCA;LORCA
MURCIA;LORCA;ERMITA DEL RAMONETE
MURCIA;LORCA;PURIAS
MURCIA;LORCA;ABADES (LOS) Y LAS NORIAS
MURCIA;LORCA;LA CAMPANA
MURCIA;LORCA;ZARCILLA DE RAMOS
MURCIA;LORCA;PACA (LA)
MURCIA;LORQUI;LORQUI
MURCIA;MAZARRON;CAZADORES
MURCIA;MAZARRON;MAZARRON
MURCIA;MAZARRON;IFRE-CANADA DE GALLEGO
MURCIA;MAZARRON;PUERTO DE MAZARRON
MURCIA;MOLINA DE SEGURA;MOLINA DE SEGURA
MURCIA;MORATALLA;MORATALLA
MURCIA;MULA;MULA
MURCIA;MULA;NINO (EL)
MURCIA;MURCIA;ESPINARDO
MURCIA;MURCIA;MURCIA
MURCIA;MURCIA;SANGONERA LA SECA
MURCIA;MURCIA;BANOS Y MENDIGO
MURCIA;MURCIA;BENIAJAN
MURCIA;MURCIA;CABEZO CORTADO
MURCIA;MURCIA;PUNTAL (EL)
MURCIA;MURCIA;CHURRA
MURCIA;MURCIA;CABEZO DE TORRES
MURCIA;MURCIA;ESPARRAGAL
MURCIA;MURCIA;COBATILLAS
MURCIA;MURCIA;MONTEAGUDO
MURCIA;MURCIA;CASILLAS (LUGAR DE) O ERMITA DE BUENDIA
MURCIA;MURCIA;HUERTA DE LLANO DE BRUJAS
MURCIA;MURCIA;HUERTA DEL RAAL
MURCIA;MURCIA;SANGONERA LA VERDE O ERMITA NUEVA
MURCIA;MURCIA;SAN GINES
MURCIA;MURCIA;PALMAR O LUGAR D. JUAN
MURCIA;MURCIA;ALBERCA DE LAS TORRES
MURCIA;MURCIA;HUERTA DE LA ALBERCA
MURCIA;MURCIA;ALGEZARES
MURCIA;MURCIA;GARRES (LOS)
MURCIA;MURCIA;TORREAGUERA
MURCIA;MURCIA;HUERTA Y CAMPO DE LOS RAMOS
MURCIA;MURCIA;ALQUERIAS
MURCIA;MURCIA;CANADA HERMOSA
MURCIA;MURCIA;JAVALI NUEVO
MURCIA;MURCIA;JERONIMOS (LOS)
MURCIA;MURCIA;GUADALUPE DE MACIASCOQUE
MURCIA;MURCIA;AGRIDULCE
MURCIA;MURCIA;NONDUERMAS
MURCIA;MURCIA;PUNTARRON (EL)
MURCIA;MURCIA;RINCON DEL MERINO
MURCIA;MURCIA;ERA ALTA
MURCIA;MURCIA;CORVERA
MURCIA;MURCIA;SUCINA
MURCIA;PLIEGO;PLIEGO
MURCIA;PUERTO LUMBRERAS;PUERTO LUMBRERAS
MURCIA;SAN JAVIER;SAN JAVIER
MURCIA;SAN JAVIER;SANTIAGO DE LA RIBERA
MURCIA;SAN PEDRO DEL PINATAR;SAN PEDRO DEL PINATAR
MURCIA;SAN PEDRO DEL PINATAR;IMBERNONES (LOS)
MURCIA;SANTOMERA;SANTOMERA
MURCIA;TORRE-PACHECO;TORRE-PACHECO
MURCIA;TORRE-PACHECO;BALSICAS
MURCIA;TORRE-PACHECO;ROLDAN
MURCIA;TORRE-PACHECO;SAN CAYETANO
MURCIA;TORRE-PACHECO;JIMENADO
MURCIA;TORRES DE COTILLAS (LAS);TORRES DE COTILLAS (LAS)
MURCIA;TOTANA;TOTANA
MURCIA;TOTANA;PARETON
MURCIA;UNION (LA);UNION (LA)
MURCIA;YECLA;YECLA
NAVARRA;ABLITAS;ABLITAS
NAVARRA;AIBAR/OIBAR;AIBAR
NAVARRA;ALLO;ALLO
NAVARRA;ALTSASU/ALSASUA;ALTSASU/ALSASUA
NAVARRA;AMESCOA BAJA;ZUDAIRE
NAVARRA;ANDOSILLA;ANDOSILLA
NAVARRA;ANSOAIN;ANSOAIN
NAVARRA;ANUE;BURUTAIN
NAVARRA;AOIZ/AGOITZ;AOIZ/AGOITZ
NAVARRA;ARAITZ;ARRIBE
NAVARRA;ARAKIL;ETXARREN
NAVARRA;ARANGUREN;MUTILVA BAJA/MUTILOABEITI
NAVARRA;ARANGUREN;ARANGUREN
NAVARRA;ARANGUREN;TAJONAR/TAXOARE
NAVARRA;ARCOS (LOS);ARCOS (LOS)
NAVARRA;ARGUEDAS;ARGUEDAS
NAVARRA;ARIBE;ARIBE
NAVARRA;ARRONIZ;ARRONIZ
NAVARRA;ARTAJONA;ARTAJONA
NAVARRA;AZAGRA;AZAGRA
NAVARRA;BARANAIN;BARANAIN
NAVARRA;BARASOAIN;BARASOAIN
NAVARRA;BAZTAN;ARIZKUN
NAVARRA;BAZTAN;ELIZONDO
NAVARRA;BAZTAN;ARRAIOZ
NAVARRA;BAZTAN;MUGAIRI(ORONOZ)
NAVARRA;BERA/VERA DE BIDASOA;BERA / VERA DE BIDASOA
NAVARRA;BERBINZANA;BERBINZANA
NAVARRA;BERIAIN;BERIAIN
NAVARRA;BERRIOPLANO;AIZOAIN
NAVARRA;BERRIOPLANO;BERRIOPLANO
NAVARRA;BERRIOPLANO;ARTICA
NAVARRA;BERRIOZAR;BERRIOZAR
NAVARRA;BERTIZARANA;LEGASA
NAVARRA;BUNUEL;BUNUEL
NAVARRA;BURLADA/BURLATA;BURLADA/BURLATA
NAVARRA;CABANILLAS;CABANILLAS
NAVARRA;CADREITA;CADREITA
NAVARRA;CAPARROSO;CAPARROSO
NAVARRA;CARCAR;CARCAR
NAVARRA;CARCASTILLO;CARCASTILLO
NAVARRA;CARCASTILLO;FIGAROL
NAVARRA;CASCANTE;CASCANTE
NAVARRA;CASEDA;CASEDA
NAVARRA;CASTEJON;CASTEJON
NAVARRA;CINTRUENIGO;CINTRUENIGO
NAVARRA;CORELLA;CORELLA
NAVARRA;CORTES;CORTES
NAVARRA;DONEZTEBE/SANTESTEBAN;DONEZTEBE/SANTESTEBAN
NAVARRA;EGUES;ALZUZA
NAVARRA;EGUES;EGUES
NAVARRA;EGUES;OLAZ
NAVARRA;ERRO;AURIZBERRI / ESPINAL
NAVARRA;ESTELLA/LIZARRA;ESTELLA O LIZARRA
NAVARRA;ESTERIBAR;OLLOKI
NAVARRA;ESTERIBAR;SAIGOTS
NAVARRA;ESTERIBAR;EUGI
NAVARRA;ETXALAR;ETXALAR
NAVARRA;ETXARRI-ARANATZ;ETXARRI-ARANATZ
NAVARRA;EZCABARTE;ORICAIN
NAVARRA;FALCES;FALCES
NAVARRA;FITERO;FITERO
NAVARRA;FONTELLAS;FONTELLAS
NAVARRA;FUNES;FUNES
NAVARRA;FUSTINANA;FUSTINANA
NAVARRA;GALAR;ESPARZA DE GALAR
NAVARRA;GALAR;BARBATAIN
NAVARRA;GALAR;CORDOVILLA
NAVARRA;GALAR;SALINAS DE PAMPLONA
NAVARRA;HUARTE/UHARTE;HUARTE
NAVARRA;IRURTZUN;IRURTZUN
NAVARRA;IZA;SARASATE
NAVARRA;IZA;ZUASTI
NAVARRA;LAKUNTZA;LAKUNTZA
NAVARRA;LANTZ;LANTZ
NAVARRA;LARRAGA;LARRAGA
NAVARRA;LARRAUN;GORRITI
NAVARRA;LARRAUN;MUGIRO
NAVARRA;LEGARDA;LEGARDA
NAVARRA;LEITZA;LEITZA
NAVARRA;LERIN;LERIN
NAVARRA;LESAKA;LESAKA
NAVARRA;LIEDENA;LIEDENA
NAVARRA;LODOSA;LODOSA
NAVARRA;LUMBIER;LUMBIER
NAVARRA;LUZAIDE/VALCARLOS;AZOLETA
NAVARRA;LUZAIDE/VALCARLOS;LUZAIDE/VALCARLOS
NAVARRA;MARCILLA;MARCILLA
NAVARRA;MELIDA;MELIDA
NAVARRA;MENDAVIA;MENDAVIA
NAVARRA;MENDAZA;ACEDO
NAVARRA;MENDIGORRIA;MENDIGORRIA
NAVARRA;MILAGRO;MILAGRO
NAVARRA;MIRANDA DE ARGA;MIRANDA DE ARGA
NAVARRA;MORENTIN;MORENTIN
NAVARRA;MURCHANTE;MURCHANTE
NAVARRA;MURILLO EL FRUTO;MURILLO EL FRUTO
NAVARRA;NOAIN (VALLE DE ELORZ)/NOAIN (ELORTZIBAR);ELORZ/ELORTZ
NAVARRA;NOAIN (VALLE DE ELORZ)/NOAIN (ELORTZIBAR);IMARCOAIN
NAVARRA;NOAIN (VALLE DE ELORZ)/NOAIN (ELORTZIBAR);NOAIN
NAVARRA;OLAZTI/OLAZAGUTIA;OLAZTI/OLAZAGUTIA
NAVARRA;OLITE;OLITE
NAVARRA;OLZA;ARAZURI
NAVARRA;ORCOYEN;ORCOYEN
NAVARRA;ORONZ;ORONZ
NAVARRA;OTEIZA;OTEIZA
NAVARRA;PAMPLONA/IRUNA;PAMPLONA/IRUNA
NAVARRA;PERALTA;PERALTA
NAVARRA;PUENTE LA REINA/GARES;PUENTE LA REINA/GARES
NAVARRA;RIBAFORADA;RIBAFORADA
NAVARRA;SAN ADRIAN;SAN ADRIAN
NAVARRA;SANGUESA/ZANGOZA;SANGUESA
NAVARRA;SANTACARA;SANTACARA
NAVARRA;SARTAGUDA;SARTAGUDA
NAVARRA;SESMA;SESMA
NAVARRA;TAFALLA;TAFALLA
NAVARRA;TIEBAS-MURUARTE DE RETA;TIEBAS
NAVARRA;TUDELA;TUDELA
NAVARRA;UJUE;UJUE
NAVARRA;ULTZAMA;IRAIZOTZ
NAVARRA;URDAZUBI/URDAX;DANTXARINEA
NAVARRA;URDAZUBI/URDAX;LANDIBAR
NAVARRA;URDAZUBI/URDAX;URDAZUBI / URDAX
NAVARRA;URZAINQUI;URZAINQUI
NAVARRA;VALTIERRA;VALTIERRA
NAVARRA;VIANA;VIANA
NAVARRA;VILLAFRANCA;VILLAFRANCA
NAVARRA;VILLAVA/ATARRABIA;VILLAVA O ATARRABIA
NAVARRA;YERRI;AZCONA
NAVARRA;ZIORDIA;ZIORDIA
NAVARRA;ZIZUR MAYOR/ZIZUR NAGUSIA;ZIZUR MAYOR/ZIZUR NAGUSIA
OURENSE;ALLARIZ;ALLARIZ
OURENSE;AVION;AVION (OURENSE)
OURENSE;BANDE;BANDE
OURENSE;BARBADAS;BARBADAS
OURENSE;BARCO DE VALDEORRAS (O);BARCO (O)
OURENSE;BEADE;BEADE
OURENSE;BOLO (O);BOLO (O)
OURENSE;CARBALLINO (O);CARBALLINO
OURENSE;CARTELLE;OUTOMURO
OURENSE;CASTRELO DE MINO;FRIEIRA (A)
OURENSE;CASTRO CALDELAS;CASTRO DE CALDELAS (O)
OURENSE;CELANOVA;CELANOVA
OURENSE;COLES;COLES
OURENSE;COLES;GUSTEI
OURENSE;COLES;CAMBEO
OURENSE;CORTEGADA;CORTEGADA
OURENSE;CUALEDRO;CUALEDRO
OURENSE;ENTRIMO;ENTRIMO (CAPITAL)
OURENSE;GUDINA (A);EROSA
OURENSE;GUDINA (A);GUDINA (A)
OURENSE;LOBEIRA;CONCHAS (AS)
OURENSE;MACEDA;MACEDA
OURENSE;MASIDE;MASIDE
OURENSE;MELON;MELON
OURENSE;MERCA (A);MERCA (A)
OURENSE;MEZQUITA (A);A MEZQUITA
OURENSE;NOGUEIRA DE RAMUIN;NOGUEIRA
OURENSE;OIMBRA;OIMBRA
OURENSE;OURENSE;OURENSE
OURENSE;OURENSE;VELLE
OURENSE;PADRENDA;PONTEBARXAS
OURENSE;PEREIRO DE AGUIAR (O);PEREIRO DE AGUIAR (O)
OURENSE;PEREIRO DE AGUIAR (O);DERRASA (A)
OURENSE;PEREIRO DE AGUIAR (O);MEDORRA (A)
OURENSE;PEROXA (A);PEROXA (A)
OURENSE;PINOR;REINO (O)
OURENSE;POBRA DE TRIVES (A);POBRA DE TRIVES
OURENSE;RAMIRAS;RAMIRAS
OURENSE;RIBADAVIA;RIBADAVIA
OURENSE;RIOS;RIOS
OURENSE;RUA (A);RUA DE VALDEORRAS (A)
OURENSE;SAN CIBRAO DAS VINAS;INFESTA (SAN CIBRAO DAS VINAS)
OURENSE;SAN CIBRAO DAS VINAS;SAN CIBRAO DAS VINAS
OURENSE;SAN CIBRAO DAS VINAS;POLIGONO INDUSTRIAL
OURENSE;SAN CIBRAO DAS VINAS;REBOREDO
OURENSE;SAN CRISTOVO DE CEA;CEA
OURENSE;TABOADELA;TABOADELA
OURENSE;TRASMIRAS;TRASMIRAS
OURENSE;TRASMIRAS;ABAVIDES
OURENSE;VEREA;VEREA
OURENSE;VERIN;VERIN
OURENSE;VERIN;FECES DE ABAIXO
OURENSE;VIANA DO BOLO;VIANA DO BOLO
OURENSE;VILAMARIN;TAMALLANCOS
OURENSE;VILAMARTIN DE VALDEORRAS;VILAMARTIN DE VALDEORRAS
OURENSE;XINZO DE LIMIA;XINZO DE LIMIA
PALENCIA;AGUILAR DE CAMPOO;AGUILAR DE CAMPOO
PALENCIA;ALAR DEL REY;ALAR DEL REY
PALENCIA;ALAR DEL REY;BECERRIL DEL CARPIO
PALENCIA;AMUSCO;AMUSCO
PALENCIA;ASTUDILLO;ASTUDILLO
PALENCIA;BALTANAS;BALTANAS
PALENCIA;BARRUELO DE SANTULLAN;BARRUELO DE SANTULLAN
PALENCIA;CARRION DE LOS CONDES;CARRION DE LOS CONDES
PALENCIA;CERVERA DE PISUERGA;CERVERA DE PISUERGA
PALENCIA;CEVICO DE LA TORRE;CEVICO DE LA TORRE
PALENCIA;DUENAS;DUENAS
PALENCIA;FRESNO DEL RIO;FRESNO DEL RIO
PALENCIA;FROMISTA;FROMISTA
PALENCIA;FUENTES DE NAVA;FUENTES DE NAVA
PALENCIA;GRIJOTA;GRIJOTA
PALENCIA;GUARDO;GUARDO
PALENCIA;HERRERA DE PISUERGA;HERRERA DE PISUERGA
PALENCIA;MAGAZ DE PISUERGA;MAGAZ DE PISUERGA
PALENCIA;OSORNO LA MAYOR;OSORNO
PALENCIA;OSORNO LA MAYOR;SANTILLANA DE CAMPOS
PALENCIA;PALENCIA;PALENCIA
PALENCIA;PAREDES DE NAVA;PAREDES DE NAVA
PALENCIA;QUINTANA DEL PUENTE;QUINTANA DEL PUENTE
PALENCIA;SALDANA;SALDANA
PALENCIA;SANTIBANEZ DE LA PENA;SANTIBANEZ DE LA PENA
PALENCIA;SERNA (LA);SERNA (LA)
PALENCIA;TORQUEMADA;TORQUEMADA
PALENCIA;VENTA DE BANOS;VENTA DE BANOS
PALENCIA;VILLADA;VILLADA
PALENCIA;VILLAHERREROS;VILLAHERREROS
PALENCIA;VILLAMURIEL DE CERRATO;VILLAMURIEL DE CERRATO
PALENCIA;VILLARRAMIEL;VILLARRAMIEL
PALENCIA;VILLODRIGO;VILLODRIGO
PALENCIA;VILLOLDO;VILLOLDO
PALMAS (LAS);AGAETE;AGAETE
PALMAS (LAS);AGUIMES;AGUIMES
PALMAS (LAS);AGUIMES;CRUCE DE ARINAGA
PALMAS (LAS);AGUIMES;POLIGONO RESIDENCIAL DE ARINAGA
PALMAS (LAS);ALDEA DE SAN NICOLAS (LA);SAN NICOLAS DE TOLENTINO
PALMAS (LAS);ANTIGUA;ANTIGUA
PALMAS (LAS);ANTIGUA;CALETA DE FUSTE
PALMAS (LAS);ANTIGUA;CASTILLO (EL)
PALMAS (LAS);ARRECIFE;ARRECIFE
PALMAS (LAS);ARTENARA;ARTENARA
PALMAS (LAS);ARUCAS;ARUCAS
PALMAS (LAS);ARUCAS;SANTIDAD
PALMAS (LAS);ARUCAS;CASTILLOS (LOS)
PALMAS (LAS);FIRGAS;FIRGAS
PALMAS (LAS);GALDAR;GALDAR
PALMAS (LAS);GALDAR;MARMOLEJOS
PALMAS (LAS);HARIA;HARIA
PALMAS (LAS);HARIA;ARRIETA
PALMAS (LAS);INGENIO;INGENIO
PALMAS (LAS);INGENIO;CARRIZAL
PALMAS (LAS);MOGAN;MOGAN
PALMAS (LAS);MOGAN;ALMACIGOS (LOS)
PALMAS (LAS);MOGAN;ARGUINEGUIN
PALMAS (LAS);MOGAN;PUERTO RICO
PALMAS (LAS);MOYA;MOYA
PALMAS (LAS);MOYA;VILLA DE MOYA
PALMAS (LAS);OLIVA (LA);OLIVA (LA)
PALMAS (LAS);OLIVA (LA);CORRALEJO
PALMAS (LAS);PAJARA;PAJARA
PALMAS (LAS);PAJARA;COSTA CALMA
PALMAS (LAS);PAJARA;MORRO JABLE
PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);PALMAS DE GRAN CANARIA (LAS)
PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);TAMARACEITE
PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);ALMATRICHE
PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);MONTANETA (LA)
PALMAS (LAS);PUERTO DEL ROSARIO;PUERTO DEL ROSARIO
PALMAS (LAS);SAN BARTOLOME;PLAYA HONDA
PALMAS (LAS);SAN BARTOLOME DE TIRAJANA;SAN BARTOLOME TIRAJANA
PALMAS (LAS);SAN BARTOLOME DE TIRAJANA;MASPALOMAS
PALMAS (LAS);SAN BARTOLOME DE TIRAJANA;TABLERO (EL)
PALMAS (LAS);SANTA BRIGIDA;SANTA BRIGIDA
PALMAS (LAS);SANTA LUCIA DE TIRAJANA;VECINDARIO
PALMAS (LAS);SANTA LUCIA DE TIRAJANA;DOCTORAL (EL)
PALMAS (LAS);SANTA LUCIA DE TIRAJANA;CASA PASTORES
PALMAS (LAS);SANTA MARIA DE GUIA DE GRAN CANARIA;SANTA MARIA DE GUIA
PALMAS (LAS);SANTA MARIA DE GUIA DE GRAN CANARIA;BARRANQUILLO FRIO
PALMAS (LAS);TEGUISE;TEGUISE
PALMAS (LAS);TEGUISE;VILLA DE TEGUISE
PALMAS (LAS);TEGUISE;GUATIZA
PALMAS (LAS);TEGUISE;COSTA TEGUISE
PALMAS (LAS);TEJEDA;TEJEDA
PALMAS (LAS);TELDE;TELDE
PALMAS (LAS);TELDE;EL CALERO-TELDE
PALMAS (LAS);TELDE;JINAMAR
PALMAS (LAS);TELDE;PARDILLA (LA)
PALMAS (LAS);TELDE;SAN ANTONIO
PALMAS (LAS);TELDE;GARITA (LA)
PALMAS (LAS);TELDE;GORO (EL)
PALMAS (LAS);TEROR;TEROR
PALMAS (LAS);TIAS;TIAS
PALMAS (LAS);TIAS;PUERTO DEL CARMEN
PALMAS (LAS);TIAS;MACHER
PALMAS (LAS);TINAJO;TINAJO
PALMAS (LAS);TUINEJE;TUINEJE
PALMAS (LAS);TUINEJE;GRAN TARAJAL
PALMAS (LAS);TUINEJE;TARAJALEJO
PALMAS (LAS);VALLESECO;VALLESECO
PALMAS (LAS);VALSEQUILLO DE GRAN CANARIA;VALSEQUILLO
PALMAS (LAS);VEGA DE SAN MATEO;VEGA DE SAN MATEO
PALMAS (LAS);YAIZA;YAIZA
PALMAS (LAS);YAIZA;PLAYA BLANCA
PONTEVEDRA;AGOLADA;AGOLADA
PONTEVEDRA;AGOLADA;MARCELIN
PONTEVEDRA;ARBO;ARBO
PONTEVEDRA;BAIONA;BAIONA
PONTEVEDRA;BARRO;CURRO
PONTEVEDRA;BARRO;BARRO
PONTEVEDRA;BUEU;SABARIGO
PONTEVEDRA;CALDAS DE REIS;CALDAS DE REIS
PONTEVEDRA;CALDAS DE REIS;CALCOTE
PONTEVEDRA;CALDAS DE REIS;SEGAD
PONTEVEDRA;CAMBADOS;CAMBADOS
PONTEVEDRA;CAMBADOS;XESTEIRA (A)
PONTEVEDRA;CAMBADOS;LAXES (AS)
PONTEVEDRA;CAMPO LAMEIRO;LAMEIRO
PONTEVEDRA;CANGAS;CANGAS
PONTEVEDRA;CANIZA (A);CANIZA (A)
PONTEVEDRA;CANIZA (A);VALEIXE
PONTEVEDRA;CATOIRA;BAIUCA
PONTEVEDRA;CERDEDO;CERDEDO
PONTEVEDRA;COTOBADE;CALVELO
PONTEVEDRA;COVELO;PORTOCORTINAS
PONTEVEDRA;CUNTIS;CUNTIS
PONTEVEDRA;DOZON;DOZON
PONTEVEDRA;ESTRADA (A);ESTRADA (A)
PONTEVEDRA;ESTRADA (A);LOIMIL DO CARBALLO
PONTEVEDRA;FORCAREI;FORCAREI
PONTEVEDRA;FORCAREI;PORTELA
PONTEVEDRA;GONDOMAR;MANOFRE-FONTAN
PONTEVEDRA;GONDOMAR;GONDOMAR
PONTEVEDRA;GROVE (O);GROVE (O)
PONTEVEDRA;GUARDA (A);GUARDA (A)
PONTEVEDRA;GUARDA (A);SALCIDOS
PONTEVEDRA;GUARDA (A);PINTAN
PONTEVEDRA;LALIN;LALIN
PONTEVEDRA;LALIN;GRESANDE
