Localidad;Código postal;Dirección;Margen;Longitud;Latitud;Toma de datos;Precio gasolina 95 E5;Precio gasolina 95 E10;Precio gasolina 95 E5 Premium;Precio gasolina 98 E5;Precio gasolina 98 E10;Precio gasóleo A;Precio gasóleo Premium;Precio gasóleo B;Precio gasóleo C;Precio bioetanol;Precio biodiésel;Precio gases licuados del petróleo;Precio gas natural comprimido;Precio gas natural licuado;Precio hidrógeno;% bioalcohol;% éster metílico;Rótulo;Tipo venta;Rem.;Horario;Tipo servicio;
BEDMAR;23537;CALLE CORREHUELA, 38;D;-3,416111;37,830583;13/11/2023 12:20;1,602;;;;;1,569;;1,199;;;;;;;;;;SDAD. COOP. AND. ACEITERA LA BEDMARENSE;R;dm;L-D: 07:00-21:00;L-D: 07:00-21:00 (D);
TORREDELCAMPO;23640;AVENIDA DE LA CONSTITUCION, 220;D;-3,892917;37,774917;08/11/2023 13:25;1,517;;;;;1,428;;1,226;;;;;;;;;;SDAD. COOP. AND. SAN ISIDRO;R;dm;L-D: 24H;L-D: 24H (A);
VILLAGONZALO;6473;CARRETERA OLIVA DE MERIDA KM. 0,200;I;-6,193861;38,856944;09/11/2023 13:02;1,565;;;;;1,495;;1,235;;;;;;;;;;SDAD. COOP. DEL CAMPO NUESTRO PADRE JESUS;P;dm;L-D: 24H;L-D: 24H (A);
BUJALANCE;14650;CALLE CONSOLACION, 26;N;-4,372528;37,884861;13/11/2023 12:00;;;;;;1,487;;1,141;;;;;;;;;;SDAD. COOP. OLIV. JESUS NAZARENO;R;dm;L: 09:00-19:00;L: 09:00-19:00 (A);
MORAL DE CALATRAVA;13350;CALLE C/ DIMAS MARTIN C/V A C/ CALDERON, 2;D;-3,578889;38,824194;13/11/2023 10:15;1,517;;;;;1,514;;1,186;;;;;;;;;;SDAD. COOP. SANTIAGO APOSTOL;P;dm;L-D: 24H;Sin datos;
PUEBLA DE LA CALZADA;6490;CALLE CALZADA ROMANA, S/N;D;-6,617028;38,891611;14/11/2023 14:59;;;;;;1,44;;;;;;;;;;;;SDAD. COOP. VEGAS BAJAS;P;dm;L-D: 24H;L-D: 24H (A);
HORNACHOS;6228;CTRA. PUEBLA DE LA REINA S/N;D;-6,076389;38,559639;13/11/2023 10:13;;;;;;1,547;;1,183;;;;;;;;;;SDAD.COOP.LIMT. DE HORNACHOS;P;dm;L-D: 24H;L-D: 24H (A);
VILLANUEVA DE CORDOBA;14440;CTRA.DE POZOBLANCO, S/Nº;D;-4,641806;38,327167;11/11/2023 0:01;;;;;;1,42;;1,125;;;;;;;;;;SDAD.COOP.OLIVARERA NUESTRA SENORA DE LUNA;R;dm;L-D: 24H;L-D: 24H (A);
RIBERA DEL FRESNO;6225;CARRETERA LOS SANTOS DE MAIMONA KM. 0,150;I;-6,241611;38,547111;13/11/2023 8:35;;;;;;1,56;;1,21;;;;;;;;;;SDAD.COOP.OLIVAREROS Y VITICULTORES;P;dm;L-D: 24H;L-D: 24H (A);
SASTAGO;50780;CALLE SAN MIGUEL, S/N;N;-0,338472;41,328;08/11/2023 12:18;;;;;;;;1,12;;;;;;;;;;SDAD.COOP.SAN ANTONIO;R;dm;L-D: 24H;L-D: 24H (A);
AZUAGA;6920;CARRETERA BADAJOZ-GRANADA KM. 146,7;D;-5,677333;38,275139;14/11/2023 10:05;1,569;;;1,709;;1,609;1,729;1,365;;;;;;;;;;SEA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
DOS HERMANAS;41730;AVENIDA 4 DE DICIEMBRE, 4;D;-5,938083;37,281611;14/11/2023 0:00;;;;;;;;;;;;;1,199;;;;;SEAT;P;dm;L-D: 24H;L-D: 24H (D);
MAHORA;2240;CAMINO HORTIGOSA, S/N;N;-1,729333;39,209972;13/11/2023 11:10;;;;;;1,56;;1,17;;;;;;;;;;SECADEMA;R;dm;L-D: 24H;L-D: 24H (A);
GRANEN;22260;C/ AFUERAS S/N;N;-0,367722;41,948306;13/11/2023 16:17;;;;;;1,55;;1,19;;;;;;;;;;SECADERO SANTIAGO;P;dm;L-D: 24H;L-D: 24H (A);
ALBERO BAJO;22255;CALLE BAJA SAN GREGORIO, S/N;N;-0,381278;42,023583;13/11/2023 16:17;;;;;;1,55;;1,19;;;;;;;;;;SECADERO SANTIAGO ALBERO BAJO;P;dm;L-D: 24H;L-D: 24H (A);
ALCANTARILLA;30820;CALLE COLOMBIA -PG.IND  EN  ALCANTARILLA, 1706;N;-1,196139;37,952167;13/11/2023 11:12;;;;;;1,372;;;;;;;;;;;;SECOTRANS;R;dm;L-D: 24H;Sin datos;
PENARROYA-PUEBLONUEVO;14200;POLIGONO EL ANTOLIN, S/N;N;-5,246222;38,294139;14/11/2023 10:06;1,489;;;;;1,499;;;;;;;;;;;;SECSA;P;dm;L-D: 24H;L-D: 24H (A);
ALMERIA;4001;CALLE ROSITA, 25;D;-2,441389;36,867972;13/11/2023 16:08;1,569;;;;;1,569;;;;;;;;;;;;SECTOROIL;P;dm;L-D: 07:00-21:30;L-D: 07:00-21:30 (A);
ALMERIA;4009;CALLE COBRE, 26;I;-2,431333;36,85325;13/11/2023 16:09;1,569;;;;;1,569;;;;;;0,919;;;;;;SECTOROIL;P;dm;L-D: 07:00-21:30;L-D: 07:00-21:30 (A);
CARMONA;41410;CARRETERA CARRETERA N-IV KM. 507;D;-5,633444;37,468417;13/11/2023 13:58;1,539;;;;;1,469;;;;;;;;;;;;SEDIGAS, S.L.;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
ESPARRAGALEJO;6860;CALLE VIA EMERITA, 66;D;-6,429833;38,94125;13/11/2023 8:06;1,48;;;;;1,44;;;;;;;;;;;;SEDIMACAR, S.L.;P;dm;L-D: 24H;L-D: 24H (A);
MIAJADAS;10100;CARRETERA EX-106 KM. 2,50;I;-5,901833;39,141306;13/11/2023 8:08;1,45;;;;;1,38;;;;;;;;;;;;SEDIMACAR, SL;P;dm;L-D: 00:00-23:59;L-D: 24H (A);
SAELICES;16430;CALLE SACRAMENTO, S/N;N;-2,808111;39,919667;13/11/2023 14:23;;;;;;1,475;;1,1;;;;;;;;;;SEGOBRICENSE;R;dm;L-D: 24H;L-D: 24H (A);
CAMARASA;25613;CARRETERA C-13 KM. 9,6;I;0,878778;41,880222;13/11/2023 9:00;1,639;;;;;1,619;;;;;;;;;;;;SEGRE OIL;P;dm;L-D: 24H;L-D: 24H (A);
FUENTESAUCO;49400;CALLE RODIGUEZ DE MIGUEL 5, 5;D;-5,494472;41,233472;15/11/2023 0:00;1,589;;;1,699;;1,649;1,699;;;;;;;;;;;SEGUIN Y DIEGO S.L.;P;OM;"L-V: 07:00-21:30; S: 08:00-21:30; D: 08:00-15:00";"L-V: 07:00-21:30 (P); S: 08:00-21:30 (P); D: 08:00-15:00 (P)";
BEAS DE SEGURA;23280;POLIGONO INDUSTRIAL EL CORNICABRAL, 516;I;-2,947889;38,269722;13/11/2023 19:27;1,56;;;;;1,54;;;;;;;;;;;;SEGUROIL;P;dm;"L-V: 07:00-23:00; S-D: 07:00-15:00";"L-V: 07:00-23:00 (A); S-D: 07:00-15:00 (A)";
SANTISTEBAN DEL PUERTO;23250;POLIGONO POL. IND.  EL CONDADO. C/ SORIHUELA, S/N;D;-3,176222;38,259944;13/11/2023 19:33;1,56;;;;;1,54;;;;;;;;;;;;SEGUROIL SLU;P;dm;L-D: 05:30-10:30;L-D: 05:30-10:30 (A);
QUARTELL;46510;CALLE PROYECTO 11 (IND LA FOIA), 6;D;-0,235444;39,726556;13/11/2023 13:50;1,609;;;;;1,505;1,67;;;;;;;;;;;SEL;P;dm;L-D: 24H;L-D: 24H (A);
SEGOVIA;40006;CARRETERA SAN RAFAEL N-603 KM. 87;I;-4,108528;40,91825;14/11/2023 18:53;1,509;;;;;1,499;;;;;;;;;;;;SEMUTRANSA;P;dm;L-D: 24H;Sin datos;
BUJARALOZ;50177;CALLE EXTRAMUROS, 0;D;-0,148083;41,498333;10/11/2023 11:14;1,45;;;;;1,455;;;;;;;;;;;;SENERSA S.L;P;dm;L-D: 24H;L-D: 24H (A);
PORTELLADA (LA);44589;CALLE OLIVARETS, S/N;N;0,052306;40,883639;06/11/2023 8:00;1,52;;;;;1,5;;1,14;;;;;;;;;;SERAGAS;P;dm;L-D: 24H;L-D: 24H (D);
PORQUERES;17834;PARATGE MAS FERREROS, S;N;2,791556;42,101472;13/11/2023 10:21;;;;;;1,649;;;;;;;;;;;;SERGASA;P;dm;L-V: 08:00-20:00;L-V: 08:00-20:00 (D);
CIEZA;30530;POLIGONO LOS PRADOS, 6;N;-1,436611;38,262222;14/11/2023 11:45;1,499;;;;;1,459;1,489;1,199;;;;;;;;;;SERMUCO;P;dm;L-D: 24H;L-D: 24H (A);
CASTELLON DE LA PLANA;12000;AVENIDA DEL MAR, 65;D;-0,017722;39,982944;14/11/2023 14:45;1,498;;;;;1,488;;;;;;;;;;;;SEROIL ENERGY EXPRESS;P;dm;L-D: 24H;Sin datos;
CORBINS;25137;CARRETERA C-12 KM. 150,5;D;0,681361;41,680417;13/11/2023 13:07;1,438;;;;;1,408;;;;;;;;;;;;SEROIL ENERGY EXPRESS;P;dm;L-D: 24H;L-D: 24H (D);
VILA-SECA;43480;CALLE VIA MAXIMA, 14;D;1,143139;41,105722;13/11/2023 9:45;1,498;;;;;1,476;;;;;;;;;;;;SEROIL ENERGY EXPRESS;P;dm;L-D: 24H;L-D: 24H (D);
GIRONA;17007;PASSEIG SAN JUAN BOSCO, 8;D;2,824944;42,004139;13/11/2023 13:05;1,458;;;;;1,448;;;;;;;;;;;;SEROIL ENERGY EXPRESS, S.L.;P;dm;L-D: 24H;L-D: 24H (D);
VALDERROBRES;44580;POLIGONO INDUSTRIAL TORRE SANCHO, S/N;N;0,151778;40,863889;13/11/2023 15:36;;;;;;;1,44;1,055;;;;;;;;;;SERSUCO S. COOP.;R;dm;L-D: 24H;L-D: 24H (D);
CORELLA;31591;POLIGONO INDUSTRIAL OMBATILLO, S/N;I;-1,797889;42,114611;14/11/2023 10:30;1,639;;;1,771;;1,639;1,705;1,214;;;;;;;;;;SERTELGAS,SL;P;dm;L-D: 07:00-11:00;L-D: 07:00-11:00 (A);
LLICA DE VALL;8185;CARRER LLEIDA CANTONADA C/ CAN GURRI, S/N;N;2,252611;41,585583;13/11/2023 9:51;;;;;;1,401;;;;;;;;;;;;SERTRANS;R;dm;L-D: 24H;L-D: 24H (A);
PUENTE NUEVO;36720;CTRA. NACIONAL 550, KM. 167,2;I;-8,631472;42,069528;14/11/2023 6:30;1,619;;;1,799;;1,585;;;;;;0,979;;;;;;SERTUY;P;dm;L-D: 24H;L-D: 24H (A);
PUENTE NUEVO;36720;CTRA. NACIONAL 550, KM. 167,2;D;-8,631987;42,069626;14/11/2023 6:30;1,619;;;;;1,585;1,715;;;;;0,979;;;;;;SERTUY;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);
TOMELLOSO;13700;VEREDA SOCUELLAMOS, S/N;D;-3,009972;39,172028;15/11/2023 6:00;1,569;;;1,689;;1,619;1,709;1,129;;;;0,869;;;;;;SERTYMAN;P;dm;L-D: 24H;L-D: 24H (A);
SANTOVENIA DE PISUERGA;47155;CARRETERA VIEJA DE SANTANDER Nº 22 KM. ;I;-4,683056;41,687417;13/11/2023 12:21;1,605;;;;;1,555;;;;;;;;;;;;SERVATRA;P;dm;"L-V: 07:00-22:00; S: 09:00-14:00";"L-V: 07:00-22:00 (P); S: 09:00-14:00 (P)";
AGER;25691;CARRETERA TREMP (DE) KM. 35,5;D;0,765972;42,002528;10/11/2023 16:42;1,705;;;;;1,657;;;;;;;;;;;;SERVI AGER ;P;dm;L-D: 07:00-19:00;L-D: 07:00-19:00 (A);
MOIA;8180;POLIGONO RONDE DE LES CONQUES, 17;N;2,108056;41,804056;13/11/2023 13:10;1,549;;;1,769;;1,489;1,509;;;;;;;;;;;SERVIAUTO ECOLOGIC;P;dm;L-D: 24H;L-D: 24H (A);
TORO;49800;CARRETERA TORDESILLAS KM. 29;N;-5,377361;41,526528;13/11/2023 11:00;1,566;;;;;1,591;;;;;;;;;;;;SERVICIOS AGRARIOS LA UNION SLU;P;dm;L-D: 24H;L-D: 24H (A);
VILAFRANCA DEL PENEDES;8720;CALLE IGUALADA, 70;D;1,705639;41,350611;13/11/2023 13:54;1,664;;;1,799;;1,666;1,694;1,319;;;;;;;;;;SERVICIOS PENEDES SA;P;dm;L-D: 24H;L-D: 24H (P);
SANT FELIU DE LLOBREGAT;8980;CARRETERA DE LA SANSON, NUMERO 78 KM. 78;N;2,051111;41,394056;15/11/2023 6:00;1,599;;;1,719;;1,549;1,649;;;;;;;;;;;SERVICIOS PETROLIFEROS;P;dm;L-D: 24H;L-D: 24H (A);
BETANZOS;15300;LUGAR PIADELA, S/N;N;-8,230556;43,278278;14/11/2023 8:08;1,629;;;;;1,609;;1,4;;;;;;;;;;SERVICIOS POLIGONO PIADELA;P;dm;L-D: 24H;L-D: 24H (A);
FORNELLS DE LA SELVA;17458;CARRETERA NACIONAL II KM. 710;D;2,797944;41,93575;13/11/2023 21:13;1,469;;;;;1,478;;;;;;;;;;;;SERVICO;P;dm;L-D: 24H;L-D: 24H (A);
CASTREJON DE TRABANCOS;47512;CALLE AFUERAS, 1;D;-5,172111;41,244694;13/11/2023 16:15;1,532;;;;;1,497;;;;;;;;;;;;SERVICOCETRA S.L.U.;P;dm;L-D: 24H;L-D: 24H (A);
GUADASSUAR;46610;CALLE TABERNES-CHIVA, 13;D;-0,476389;39,180833;13/11/2023 10:36;1,519;;;;;1,479;;1,259;;;;0,899;;;;;;SERVICOOP;P;dm;L-D: 24H;L-D: 24H (A);
GUADASSUAR;46610;AVENIDA DE LA DIPUTACION, 2, ;N;-0,485028;39,18775;13/11/2023 10:35;1,519;;;;;1,479;;;;;;;;;;;;SERVICOOP +;P;dm;L-D: 24H;L-D: 24H (A);
PARLA;28983;AVENIDA CERRO DEL RUBAL, 12;D;-3,757111;40,236639;13/11/2023 23:59;1,555;;;;;1,505;;;;;;;;;;;;SERVIFACIL;P;dm;L-D: 24H;L-D: 24H (A);
POLA DE GORDON (LA);24600;CTRA. GIJON-SEVILLA km 110,5;D;-5,673722;42,86225;13/11/2023 8:08;1,649;;;1,799;;1,659;;;;;;;;;;;;SERVIGORDON;P;dm;L: 07:00-23:00;Sin datos;
PALAFRUGELL;17200;CALLE CADAQUES, 3;D;3,154361;41,923667;13/11/2023 22:38;1,397;;;;;1,375;;;;;;;;;;;;SERVIOIL;P;dm;L-D: 24H;L-D: 24H (A);
RIBA-ROJA DE TURIA;46190;AVENIDA DEL TRANSPORT, 8;D;-0,562222;39,483972;13/11/2023 13:33;;;;;;1,528;;;;;;;;;;;;SERVITRANSPORT LA VALL;P;dm;L-D: 24H;L-D: 24H (A);
PALMA;7007;ZONA COLL DEN RABASSA 31, POLIGONO 48 PARCELA 23, 31;N;2,709083;39,552417;14/11/2023 15:05;1,629;;;;;1,609;;;;;;;;;;;;SET&GO;P;dm;L-D: 24H;L-D: 24H (D);
PALMA;7009;CALLE GREMI SELLETERS I BASTERS, 12;N;2,658472;39,605528;14/11/2023 15:02;1,629;;;;;1,609;;;;;;0,919;;;;;;SET&GO;P;dm;L-D: 24H;L-D: 00:00-07:30 (D), 07:30-20:30 (A), 20:30-23:59 (D);
SAN SEBASTIAN DE LOS REYES;28700;N-I  (BURGOS-MADRID) km 24,100;I;-3,583417;40,590944;14/11/2023 10:30;1,609;;;;;1,549;1,559;;;;;;;;;;;SETOR;P;dm;L-D: 24H;L-D: 24H (A);
ALMENDRALEJO;6200;CALLE CONSTRUCCION, SN;N;-6,408139;38,695361;15/11/2023 0:00;;;;;;1,589;;;;;;;;;;;;SETTRAN;P;dm;L-D: 24H;L-D: 24H (A);
DON BENITO;6400;CALLE MARINEGRA, 11;N;-5,861917;38,975778;15/11/2023 0:00;;;;;;1,589;;;;;;;;;;;;SETTRAN;P;dm;L-D: 24H;L-D: 24H (A);
JEREZ DE LOS CABALLEROS;6380;CARRETERA EX 112 KM. 27;N;-6,762611;38,329083;15/11/2023 0:00;;;;;;1,589;;;;;;;;;;;;SETTRAN;P;dm;L-D: 24H;L-D: 24H (A);
MERIDA;6800;CARRETERA EX 209 KM. 60;D;-6,372194;38,934417;15/11/2023 0:00;;;;;;1,589;;;;;;;;;;;;SETTRAN;P;dm;L-D: 24H;L-D: 24H (A);
VILLAFRANCA DE LOS BARROS;6220;CARRETERA N-630 KM. 664,04;D;-6,352722;38,569528;15/11/2023 0:00;;;;;;1,589;;;;;;;;;;;;SETTRAN;P;dm;L-D: 24H;L-D: 24H (A);
ZAFRA;6300;CALLE GUADIANA, 14;D;-6,405111;38,419806;15/11/2023 0:00;;;;;;1,589;;;;;;;;;;;;SETTRAN;P;dm;L-D: 24H;L-D: 24H (A);
CACERES;10195;CARRETERA N-630 KM. 558;I;-6,373333;39,437972;15/11/2023 0:00;;;;;;1,589;;;;;;;;;;;;SETTRAN;P;dm;L-D: 24H;L-D: 24H (A);
CORIA;10800;CARRETERA EX 108 KM. 87,2;D;-6,51925;39,982056;15/11/2023 0:00;;;;;;1,589;;;;;;;;;;;;SETTRAN;P;dm;L-D: 24H;L-D: 24H (A);
NAVALMORAL DE LA MATA;10300;CARRETERA ANTIGUA N-V, KM 179 KM. 179;D;-5,5285;39,892583;15/11/2023 0:00;;;;;;1,589;;;;;;;;;;;;SETTRAN;P;dm;L-D: 24H;L-D: 24H (A);
PLASENCIA;10600;CARRETERA N-630 KM. 475,5;D;-6,123889;39,999611;15/11/2023 0:00;;;;;;1,589;;;;;;;;;;;;SETTRAN;P;dm;L-D: 24H;L-D: 24H (A);
GUARDAMAR DEL SEGURA;3140;CALLE FORNERS, 27;D;-0,660611;38,090917;09/11/2023 11:56;1,589;;;;;1,529;;;;;;;;;;;;SEVEN OIL;P;dm;L-D: 24H;L-D: 24H (A);
ALMANSA;2640;AUTOVIA A-31 KM. 140;D;-1,17575;38,875028;14/11/2023 15:00;1,624;;;1,764;;1,649;1,729;;;;;;;;;;;SHELL;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);
ALCOY/ALCOI;3801;CALLE ALICANTE, 62;D;-0,479611;38,688639;14/11/2023 14:00;1,639;;;1,779;;1,589;1,669;;;;;;;;;;;SHELL;P;OM;L-D: 05:00-23:00;L-D: 05:00-23:00 (A);
ALICANTE/ALACANT;3009;AVENIDA UNIVERSIDAD, S/N;N;-0,506833;38,374139;14/11/2023 14:00;1,639;;;1,779;;1,569;1,649;;;;;0,899;;;;;;SHELL;P;OM;L-D: 24H;L-D: 24H (A);
ALICANTE/ALACANT;3006;AVDA. ORIHUELA, S/N - ESQUINA VIA PARQUE;N;-0,517889;38,345583;14/11/2023 15:00;1,654;;;1,794;;1,609;1,689;;;;;0,899;;;;;;SHELL;P;OM;L-D: 06:00-00:00;L-D: 06:00-23:59 (A);
CAMPELLO (EL);3560;C/ SAN RAMON, 109;I;-0,399389;38,430639;13/11/2023 11:16;1,629;;;1,779;;1,599;1,659;;;;;;;;;;;SHELL;P;dm;L-D: 24H;L-D: 24H (A);
COCENTAINA;3820;AVENIDA ALTET L', 3;D;-0,441806;38,733333;13/11/2023 12:51;1,709;;;;;1,639;;;;;;;;;;;;SHELL;P;dm;L-D: 24H;L-D: 24H (A);
DENIA;3700;CAMINO SANTA LLUCIA, 1;N;0,113222;38,834083;14/11/2023 14:00;1,659;;;;;1,569;;;;;;;;;;;;SHELL;P;OM;L-D: 24H;L-D: 24H (D);
ELCHE/ELX;3203;CALLE MIGUEL SERVET, 4;N;-0,614472;38,298056;14/11/2023 14:24;1,659;;;1,799;;1,629;1,729;;;;;;;;;;;SHELL;P;dm;"L-V: 06:30-22:30; S: 06:30-20:30; D: 08:00-16:00";"L-V: 06:30-22:30 (A); S: 06:30-20:30 (A); D: 08:00-16:00 (A)";
ELCHE/ELX;3204;C/ SOR JOSEFA ALCORTA 71 (ESQ.CTRA.CIRCUNVALACION;N;-0,703056;38,2525;14/11/2023 15:00;1,659;;;1,799;;1,619;1,699;;;;;;;;;;;SHELL;P;OM;L-D: 06:00-00:00;L-D: 06:00-23:59 (A);
ELDA;3600;AVENIDA MEDITERRANEO, 16;N;-0,78775;38,467333;14/11/2023 14:00;1,604;;;1,744;;1,574;1,654;;;;;;;;;;;SHELL;P;OM;L-D: 06:00-23:59;L-D: 06:00-23:59 (A);
ORIHUELA;3312;CARRETERA BENIEL DESAM KM. 3,7;D;-0,983722;38,063444;12/11/2023 10:12;1,689;;;1,829;;1,639;1,709;;;;;;;;;;;SHELL;P;dm;"L-V: 06:30-22:00; S-D: 07:00-22:00";L-V: 06:30-22:00 (A);
PEDREGUER;3750;CARRETERA C-332 KM. 193;D;0,054222;38,797667;14/11/2023 14:00;1,689;;;1,829;;1,609;1,689;;;;;;;;;;;SHELL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
PEDREGUER;3750;CARRETERA N-332 KM. 193;I;0,052972;38,797417;14/11/2023 14:00;1,689;;;1,829;;1,609;1,689;;;;;;;;;;;SHELL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
PETRER;3610;AVDA. DEL GUIRNEY, Nº 4;N;-0,776944;38,488889;14/11/2023 14:00;1,604;;;1,744;;1,574;1,654;;;;;0,899;;;;;;SHELL;P;OM;L-D: 24H;L-D: 24H (A);
REDOVAN;3370;TRAVESIA 1 ORIHUELA, 1;N;-0,903333;38,111306;14/11/2023 14:00;1,659;;;1,799;;1,619;1,699;;;;;;;;;;;SHELL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;3690;CALLE LA HUERTA, 11;D;-0,51825;38,398833;14/11/2023 15:00;1,674;;;1,814;;1,609;1,689;;;;;;;;;;;SHELL;P;OM;L-D: 06:00-00:00;L-D: 06:00-23:59 (A);
ANTAS;4628;AUTOVIA AUTOVIA DEL MEDITERRANEO KM. 529;D;-1,898028;37,21375;03/11/2023 16:42;1,596;;;;;1,619;1,649;1,228;;;;0,969;;;;;;SHELL;P;dm;L-D: 24H;L-D: 24H (A);
MOJONERA (LA);4279;CARRETERA N-340 KM. 418;D;-2,706861;36,791667;14/11/2023 14:00;1,629;;;1,769;;1,699;1,779;;;;;;;;;;;SHELL;P;OM;L-D: 24H;L-D: 24H (A);
MOJONERA (LA);4745;CARRETERA N-340 KM. 418;I;-2,706361;36,790778;14/11/2023 14:00;1,629;;;1,769;;1,699;1,779;;;;;;;;;;;SHELL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
NIJAR;4100;N-341 (NIJAR-CARBONERAS) km 0,5;D;-2,062944;36,992;14/11/2023 14:00;1,609;;;1,749;;1,679;1,759;1,299;;;;;;;;;;SHELL;P;OM;L-D: 24H;L-D: 24H (A);
JUAIDA (LA);4230;POLIGONO SIERRA DE CAZORLA, S7N;D;-2,420694;36,883306;03/11/2023 13:25;1,649;;;;;1,689;;;;;;;;;;;;SHELL;P;dm;L-D: 24H;L-D: 24H (A);
RIBABELLOSA;1213;CARRETERA N-I KM. 323;N;-2,906944;42,710639;14/11/2023 14:00;1,669;;;;;1,669;1,749;;;;;0,899;;;;;;SHELL;P;OM;L-D: 24H;L-D: 24H (A);
VITORIA-GASTEIZ;1013;CALLE PORTAL DE BERGARA, 2;N;-2,653139;42,864694;14/11/2023 14:00;1,609;;;1,749;;1,589;1,669;;;;;;;;;;;SHELL;P;OM;L-D: 05:00-23:00;L-D: 05:00-23:00 (A);
AVILES;33400;AVDA. CRISTOBAL COLON, S/N;N;-5,906889;43,537;14/11/2023 15:00;1,609;;;1,749;;1,619;1,699;;;;;;;;;;;SHELL;P;OM;L-D: 06:00-00:00;L-D: 06:00-23:59 (A);
AVILES;33400;AVDA. DE SAN AGUSTIN S/N;N;-5,933139;43,552;14/11/2023 15:00;1,609;;;1,749;;1,619;1,699;;;;;;;;;;;SHELL;P;OM;L-D: 06:00-00:00;L-D: 06:00-23:59 (A);
AVILES;33402;CALLE BUENAVISTA, 100;I;-5,938028;43,543389;14/11/2023 14:00;1,619;;;1,759;;1,599;1,679;;;;;;;;;;;SHELL;P;OM;L-D: 06:00-00:00;L-D: 06:00-23:59 (A);
JARRIO;33719;CTRA.N-634 km 528;D;-6,759778;43,541056;14/11/2023 15:00;1,659;;;1,799;;1,659;1,739;;;;;;;;;;;SHELL;P;OM;L-D: 06:00-00:00;L-D: 06:00-23:59 (A);
GIJON;33211;CARRETERA AS-19 KM. S/N;N;-5,71225;43,5375;14/11/2023 15:00;1,679;;;1,819;;1,659;1,739;;;;;;;;;;;SHELL;P;OM;L-D: 06:00-00:00;L-D: 06:00-23:59 (A);
GIJON;33211;AVENIDA DE LOS CAMPONES, 13;N;-5,691222;43,533833;14/11/2023 10:47;1,689;;;1,839;;1,679;1,759;;;;;;;;;;;SHELL;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);
CORTINA;33683;CARRETERA FIGAREDO TURON KM. 1,6;D;-5,763083;43,209917;14/11/2023 13:58;1,686;;;1,849;;1,668;1,798;;;;;;;;;;;SHELL;P;dm;L-D: 06:30-23:00;L-D: 06:30-23:00 (A);
OVIEDO;33011;AVDA GIJON 147 (CTRA AS 18 km 2,26);D;-5,818556;43,39275;14/11/2023 15:00;1,689;;;1,829;;1,689;1,769;;;;;;;;;;;SHELL;P;OM;L-D: 06:00-00:00;L-D: 06:00-23:59 (A);
AVILA;5002;CARRETERA N-403 ESQUINA C/DOCTOR CONSTANTINO BENITO KM. SN;D;-4,696222;40,641167;14/11/2023 14:00;1,639;;;;;1,529;;;;;;;;;;;;SHELL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (D);
BADAJOZ;6009;CARRETERA N-432 KM. 0,650;N;-6,954972;38,868833;14/11/2023 14:00;1,569;;;;;1,489;;;;;;;;;;;;SHELL;P;OM;L-D: 24H;L-D: 24H (D);
DON BENITO;6400;CALLE LEONARDO DA VINCI, 28;N;-5,880722;38,959444;14/11/2023 14:00;1,569;;;;;1,499;;;;;;;;;;;;SHELL;P;OM;L-D: 24H;L-D: 24H (D);
MERIDA;6800;CALLE ROSALIA CASTRO ESQUINA RAFAEL ALBERTI MERELLO (PARQUE COMERCIAL LA HEREDAD), 4;D;-6,353472;38,905417;14/11/2023 14:00;1,569;;;;;1,499;;;;;;;;;;;;SHELL;P;OM;L: 24H;L: 24H (A);
MERIDA;6800;AUTOVIA A-66 KM. 630;D;-6,364028;38,858444;14/11/2023 15:00;1,639;;;1,779;;1,659;1,739;;;;;;;;;;;SHELL;P;OM;L-D: 24H;L-D: 24H (A);
TALAVERA LA REAL;6140;AUTOVIA A-5 km 384,700;I;-6,811389;38,865306;14/11/2023 14:00;1,609;;;1,749;;1,629;1,709;;;;;;;;;;;SHELL;P;OM;L-D: 24H;L-D: 24H (A);
EIVISSA;7800;AVENIDA IGNACIO WALLIS, 58;N;1,429222;38,914444;12/11/2023 10:30;1,719;;;1,879;;1,729;;;;;;;;;;;;SHELL;P;dm;L-D: 07:00-22:45;L-D: 07:00-22:45 (A);
LLOSETA;7360;CARRER SABATERS, SN;D;2,870417;39,7035;14/11/2023 13:34;1,679;;;1,829;;1,689;1,769;;;;;;;;;;;SHELL;P;dm;L-D: 24H;L-D: 24H (A);
CABANETA (SA);7141;CARRER CAMI DE MUNTANYA ESQ CARRER CELLETERS, S/N;D;2,715056;39,618611;14/11/2023 15:00;1,709;;;;;1,679;;;;;;;;;;;;SHELL;P;OM;L-D: 06:00-00:00;L-D: 06:00-23:59 (A);
